date,day,dayType,dtDesc
1563148800,Mon,7,First day of week - school holiday
1563235200,Tues,9,Middle of week - school holiday
1563321600,Wed,9,Middle of week - school holiday
1563408e3,Thurs,9,Middle of week - school holiday
1563494400,Fri,11,Last day of week - school holiday
1563580800,Sat,5,Saturday
1563667200,Sun,6,Sunday
1563753600,Mon,7,First day of week - school holiday
156384e4,Tues,9,Middle of week - school holiday
1563926400,Wed,9,Middle of week - school holiday
1564012800,Thurs,9,Middle of week - school holiday
1564099200,Fri,11,Last day of week - school holiday
1564185600,Sat,5,Saturday
1564272e3,Sun,6,Sunday
1564358400,Mon,7,First day of week - school holiday
1564444800,Tues,9,Middle of week - school holiday
1564531200,Wed,9,Middle of week - school holiday
1564617600,Thurs,9,Middle of week - school holiday
1564704e3,Fri,11,Last day of week - school holiday
1564790400,Sat,5,Saturday
1564876800,Sun,6,Sunday
1564963200,Mon,12,Bank Holidays including Good Friday
1565049600,Tues,0,First working day of normal week
1565136e3,Wed,9,Middle of week - school holiday
1565222400,Thurs,9,Middle of week - school holiday
1565308800,Fri,11,Last day of week - school holiday
1565395200,Sat,5,Saturday
1565481600,Sun,6,Sunday
1565568e3,Mon,7,First day of week - school holiday
1565654400,Tues,9,Middle of week - school holiday
1565740800,Wed,9,Middle of week - school holiday
1565827200,Thurs,9,Middle of week - school holiday
1565913600,Fri,11,Last day of week - school holiday
1566e6,Sat,5,Saturday
1566086400,Sun,6,Sunday
1566172800,Mon,7,First day of week - school holiday
1566259200,Tues,9,Middle of week - school holiday
1566345600,Wed,9,Middle of week - school holiday
1566432e3,Thurs,9,Middle of week - school holiday
1566518400,Fri,11,Last day of week - school holiday
1566604800,Sat,5,Saturday
1566691200,Sun,6,Sunday
1566777600,Mon,7,First day of week - school holiday
1566864e3,Tues,9,Middle of week - school holiday
1566950400,Wed,9,Middle of week - school holiday
1567036800,Thurs,9,Middle of week - school holiday
1567123200,Fri,11,Last day of week - school holiday
1567209600,Sat,5,Saturday
1567296e3,Sun,6,Sunday
1567382400,Mon,0,First working day of normal week
1567468800,Tues,1,Normal working Tuesday
1567555200,Wed,2,Normal working Wednesday
1567641600,Thurs,3,Normal working Thursday
1567728e3,Fri,4,Last working day of normal week
1567814400,Sat,5,Saturday
1567900800,Sun,6,Sunday
1567987200,Mon,0,First working day of normal week
1568073600,Tues,1,Normal working Tuesday
156816e4,Wed,2,Normal working Wednesday
1568246400,Thurs,3,Normal working Thursday
1568332800,Fri,4,Last working day of normal week
1568419200,Sat,5,Saturday
1568505600,Sun,6,Sunday
1568592e3,Mon,0,First working day of normal week
1568678400,Tues,1,Normal working Tuesday
1568764800,Wed,2,Normal working Wednesday
1568851200,Thurs,3,Normal working Thursday
1568937600,Fri,4,Last working day of normal week
1569024e3,Sat,5,Saturday
1569110400,Sun,6,Sunday
1569196800,Mon,0,First working day of normal week
1569283200,Tues,1,Normal working Tuesday
1569369600,Wed,2,Normal working Wednesday
1569456e3,Thurs,3,Normal working Thursday
1569542400,Fri,4,Last working day of normal week
1569628800,Sat,5,Saturday
1569715200,Sun,6,Sunday
1569801600,Mon,0,First working day of normal week
1569888e3,Tues,1,Normal working Tuesday
1569974400,Wed,2,Normal working Wednesday
1570060800,Thurs,3,Normal working Thursday
1570147200,Fri,4,Last working day of normal week
1570233600,Sat,5,Saturday
157032e4,Sun,6,Sunday
1570406400,Mon,0,First working day of normal week
1570492800,Tues,1,Normal working Tuesday
1570579200,Wed,2,Normal working Wednesday
1570665600,Thurs,3,Normal working Thursday
1570752e3,Fri,4,Last working day of normal week
1570838400,Sat,5,Saturday
1570924800,Sun,6,Sunday
1571011200,Mon,0,First working day of normal week
1571097600,Tues,1,Normal working Tuesday
1571184e3,Wed,2,Normal working Wednesday
1571270400,Thurs,3,Normal working Thursday
1571356800,Fri,4,Last working day of normal week
1571443200,Sat,5,Saturday
1571529600,Sun,6,Sunday
1571616e3,Mon,0,First working day of normal week
1571702400,Tues,1,Normal working Tuesday
1571788800,Wed,2,Normal working Wednesday
1571875200,Thurs,3,Normal working Thursday
1571961600,Fri,4,Last working day of normal week
1572048e3,Sat,5,Saturday
1572134400,Sun,6,Sunday
1572220800,Mon,12,Bank Holidays including Good Friday
1572307200,Tues,0,First working day of normal week
1572393600,Wed,9,Middle of week - school holiday
157248e4,Thurs,9,Middle of week - school holiday
1572566400,Fri,11,Last day of week - school holiday
1572652800,Sat,5,Saturday
1572739200,Sun,6,Sunday
1572825600,Mon,0,First working day of normal week
1572912e3,Tues,1,Normal working Tuesday
1572998400,Wed,2,Normal working Wednesday
1573084800,Thurs,3,Normal working Thursday
1573171200,Fri,4,Last working day of normal week
1573257600,Sat,5,Saturday
1573344e3,Sun,6,Sunday
1573430400,Mon,0,First working day of normal week
1573516800,Tues,1,Normal working Tuesday
1573603200,Wed,2,Normal working Wednesday
1573689600,Thurs,3,Normal working Thursday
1573776e3,Fri,4,Last working day of normal week
1573862400,Sat,5,Saturday
1573948800,Sun,6,Sunday
1574035200,Mon,0,First working day of normal week
1574121600,Tues,1,Normal working Tuesday
1574208e3,Wed,2,Normal working Wednesday
1574294400,Thurs,3,Normal working Thursday
1574380800,Fri,4,Last working day of normal week
1574467200,Sat,5,Saturday
1574553600,Sun,6,Sunday
157464e4,Mon,0,First working day of normal week
1574726400,Tues,1,Normal working Tuesday
1574812800,Wed,2,Normal working Wednesday
1574899200,Thurs,3,Normal working Thursday
1574985600,Fri,4,Last working day of normal week
1575072e3,Sat,5,Saturday
1575158400,Sun,6,Sunday
1575244800,Mon,0,First working day of normal week
1575331200,Tues,1,Normal working Tuesday
1575417600,Wed,2,Normal working Wednesday
1575504e3,Thurs,3,Normal working Thursday
1575590400,Fri,4,Last working day of normal week
1575676800,Sat,5,Saturday
1575763200,Sun,6,Sunday
1575849600,Mon,0,First working day of normal week
1575936e3,Tues,1,Normal working Tuesday
1576022400,Wed,2,Normal working Wednesday
1576108800,Thurs,3,Normal working Thursday
1576195200,Fri,4,Last working day of normal week
1576281600,Sat,5,Saturday
1576368e3,Sun,6,Sunday
1576454400,Mon,0,First working day of normal week
1576540800,Tues,1,Normal working Tuesday
1576627200,Wed,2,Normal working Wednesday
1576713600,Thurs,3,Normal working Thursday
15768e5,Fri,4,Last working day of normal week
1576886400,Sat,5,Saturday
1576972800,Sun,6,Sunday
1577059200,Mon,7,First day of week - school holiday
1577145600,Tues,9,Middle of week - school holiday
1577232e3,Wed,14,Christmas Day / New Years Day
1577318400,Thurs,13,Christmas period holidays
1577404800,Fri,13,Christmas period holidays
1577491200,Sat,13,Christmas period holidays
1577577600,Sun,13,Christmas period holidays
1577664e3,Mon,13,Christmas period holidays
1577750400,Tues,13,Christmas period holidays
